Date,Tweet_id,User_name,Screen_name,Location,Tweet
12-03-2015,1.12172e+18,b'Catch News',b'CatchNews',"b'N 161,Flat No 101,Thapar House'",b'#Dream11 #CSKvsMI Prediction: Best picks for #ChennaiSuperKings and #MumbaiIndians\n\n#IPL2019 #IPL #MSDhoni\xe2\x80\xa6 https://t.co/g4Rfr1DQ06'
13-01-2011,1.12172e+18,b'CricketCountry',b'cricket_country',b'Global',"b'#IPL #IPL2019 #RRvSRH #SRHvRR\n\nWith in-form overseas players gone, @rajasthanroyalsm @SunRisers face a tough road a\xe2\x80\xa6 https://t.co/uYlGE0PKfg'"
27-11-2007,1.12172e+18,b'BookMyShow',b'bookmyshow',"b'Mumbai, India'",b'This @IPL season dawn the colors of @KKRiders &amp; cheer them from the stadium. Book #KKR Jersey\xe2\x9e\xa1\xef\xb8\x8f\xe2\x80\xa6 https://t.co/nDVRT7plc5'
17-05-2016,1.12172e+18,b'The Field',b'thefield_in',b'Where sport happens.',"b'#IPL2019 \n\nBacking talented players like Rishabh Pant has worked for Delhi Capitals, says coach Ricky Ponting\xe2\x80\xa6 https://t.co/zOWTcnoCKv'"
09-01-2013,1.12172e+18,b'IndiaTodayFLASH',b'IndiaTodayFLASH',b'',"b'RT @IndiaToday: #IPL2019 ""When you have talented players in your squad, you just keep backing them. We have players who can turn it around\xe2\x80\xa6'"
02-02-2009,1.12172e+18,b'India Today',b'IndiaToday',b'India',"b'#IPL2019 ""When you have talented players in your squad, you just keep backing them. We have players who can turn it\xe2\x80\xa6 https://t.co/1TSULg4k9x'"
16-07-2009,1.12172e+18,b'Rajeev Kolasseri',b'rajeevkolasseri',"b'Bangalore, India'","b""RT @aadya_sh: Jan 2000: Assam's Parag Das was stumped by first-class debutant MS Dhoni (18).\n\nApr 2019: IPL debutant Riyan Parag (17), son\xe2\x80\xa6"""
09-01-2013,1.12172e+18,b'IndiaTodayFLASH',b'IndiaTodayFLASH',b'',"b'RT @ITGDsports: #IPL2019 Ashoke Dinda to his haters: ""Stop and stare well your opinion is not my reality.""\nhttps://t.co/xABK1Xmfe5'"
02-02-2009,1.12172e+18,b'India Today',b'IndiaToday',b'India',"b'RT @ITGDsports: #IPL2019 Ashoke Dinda to his haters: ""Stop and stare well your opinion is not my reality.""\nhttps://t.co/xABK1Xmfe5'"
02-03-2011,1.12172e+18,b'Circle of Cricket',b'circleofcricket',b'',"b""\xe2\x80\x9dI just hit it. There's no inspiration behind that. I have played it a few times in the state matches as well,\xe2\x80\x9d sai\xe2\x80\xa6 https://t.co/TGcjrinKN8"""
26-02-2009,1.12172e+18,b'PitchVision Cricket',b'PitchVision',b'London / Delhi',"b""Catch some elegant shots from @krunalpandya24 captured on PV/Match .Will he play a significant role in tonight's ga\xe2\x80\xa6 https://t.co/Ox9Pkqdi2t"""
12-03-2015,1.12172e+18,b'Catch News',b'CatchNews',"b'N 161,Flat No 101,Thapar House'","b""Watch: #SteveSmith's dramatic reaction to #RiyanParag's unfortunate dismissal\n\n#IPL2019 #IPL #RajasthanRoyals\xe2\x80\xa6 https://t.co/VEVKRqcZ5j"""
13-08-2013,1.12172e+18,b'Express Sports',b'IExpressSports',b'New Delhi',b'CSK and DC are primed to qualify for the #IPL2019 playoffs. How are other teams placed in the quest to reach the to\xe2\x80\xa6 https://t.co/LPuhaE6xQC'
18-09-2010,1.12172e+18,b'Sport360\xc2\xb0',b'Sport360',"b'Dubai/Abu Dhabi, UAE'","b""Find out @BrendonNetto's top fantasy picks for #CSK v #MumbaiIndians in #VIVOIPL2019 \xf0\x9f\x8f\x8f #CSKvMI \n\nhttps://t.co/Q6OohliYR9"""
02-03-2011,1.12171e+18,b'Circle of Cricket',b'circleofcricket',b'',"b'\xe2\x80\x9dHopefully, I can contribute and see if we can get few more wins,\xe2\x80\x9d said @stevesmith49 who will be leaving soon to j\xe2\x80\xa6 https://t.co/shlNQ9YvnY'"
11-02-2009,1.12171e+18,b'Gulf News',b'gulf_news',b'United Arab Emirates',b'#KKR brilliance continues  https://t.co/qicISGlUya #IPL2019 #Cricket'
13-01-2011,1.12171e+18,b'CricketCountry',b'cricket_country',b'Global',"b""#IPL2019 #CSKvMI #CSKvsMI #CSK #MI \n\n@ChennaiIPL vs @mipaltan - what can we expect from the IPL's El Clasico? \n\nTal\xe2\x80\xa6 https://t.co/kIxL0vnlCZ"""
19-04-2010,1.12171e+18,b'Times of India',b'timesofindia',b'New Delhi',"b'#IPL2019 #KKRvRR \n\nInswingers coming off well after county stint, says @VarunAaron \n\nDetails \xf0\x9f\x91\x89\xe2\x80\xa6 https://t.co/NHhzYzInPx'"
01-07-2009,1.12171e+18,b'IndiaGlitz - Tamil',b'igtamil',"b'Chennai, India'",b'CSK vs MI - Did you know what happened when they last met at Chennai 9 years ago? #CSK #CSKvsMI  https://t.co/h6WHEkSdux'
02-03-2011,1.12171e+18,b'Circle of Cricket',b'circleofcricket',b'',"b'.@bhogleharsha reveals an interesting coincidence between @msdhoni, Riyan Parag and his father. #IPL2019 \nhttps://t.co/dgHcCTnUwe'"
16-03-2011,1.12171e+18,b'NDTV Sports',b'Sports_NDTV',"b'New Delhi, India'","b""RT @CricketNDTV: #DineshKarthik optimistic despite #KKR's sixth straight defeat in #IPL2019 \n\n#ipl12\n\nREAD: https://t.co/25shI4rugi https:/\xe2\x80\xa6"""
01-05-2009,1.12171e+18,b'NDTV',b'ndtv',b'India',"b""RT @CricketNDTV: #DineshKarthik optimistic despite #KKR's sixth straight defeat in #IPL2019 \n\n#ipl12\n\nREAD: https://t.co/25shI4rugi https:/\xe2\x80\xa6"""
04-09-2009,1.12171e+18,b'CricketNDTV',b'CricketNDTV',b'India',"b""#DineshKarthik optimistic despite #KKR's sixth straight defeat in #IPL2019 \n\n#ipl12\n\nREAD: https://t.co/25shI4rugi https://t.co/2RDBsambUu"""
29-06-2018,1.12171e+18,b'MyNation',b'MyNation',"b'New Delhi, India'",b'#IPL2019 | Let\xe2\x80\x99s look at some important factors which took the game away from @KKRiders against @rajasthanroyals\xe2\x80\xa6 https://t.co/KGTUkiYnCd'
05-12-2009,1.12171e+18,b'The New Indian Express',b'NewIndianXpress',b'Chennai',"b'RT @Xpress_Sports: With the #IPL2019 in its fifth week, let us take a look at the top 10 run getters in this season as of 25th April. \n@IPL\xe2\x80\xa6'"
06-11-2013,1.12171e+18,b'Sports Express',b'Xpress_Sports',b'',"b'With the #IPL2019 in its fifth week, let us take a look at the top 10 run getters in this season as of 25th April.\xe2\x80\xa6 https://t.co/Ew0nz2uxYo'"
21-01-2010,1.12171e+18,b'Dailyhunt',b'DailyhuntApp',b'India',"b""#KKRvsRR , #IPL2019 : Dinesh Karthik has his say on what's going wrong for #Kolkata\nhttps://t.co/zsSySnJL72 https://t.co/x4MrxmwTeq"""
22-04-2009,1.1217e+18,b'India TV',b'indiatvnews',b'India',b'#AvengersEndgame A look at the Avengers of #IPL2019 as it nears its Endgame https://t.co/KjHJCvD8ds'
16-04-2009,1.1217e+18,b'mid-day',b'mid_day',"b'Mumbai, India'",b'#IPL2019 |\nWhen the two teams clashed earlier in Mohali there was some sort of confrontation between Virat Kohli an\xe2\x80\xa6 https://t.co/njr8XYWVuw'
08-05-2010,1.1217e+18,b'IANS Tweets',b'ians_india',b'New Delhi',"b'After beating #KKR in their own backyard, #RajasthanRoyals will return home to keep their chances afloat of making\xe2\x80\xa6 https://t.co/iuIC2HdVcg'"
20-01-2011,1.1217e+18,b'TIMES NOW',b'TimesNow',b'India',"b'RT @timesnowsports: #IPL2019 \n\nChennai Super Kings vs Mumbai Indians Playing 11 IPL: Team News, players to watch out for\n\nREAD: https://t.c\xe2\x80\xa6'"
02-03-2011,1.1217e+18,b'Circle of Cricket',b'circleofcricket',b'',"b""\xe2\x80\x9dIt's obviously always a tough thing to mend. But the fact is that we try hard as a team and I have belief in my bo\xe2\x80\xa6 https://t.co/daan3y2vvF"""
29-05-2014,1.1217e+18,b'HT Sports',b'HTSportsNews',b'India',b'RT @htTweets: #IPL2019 : \xe2\x80\x98Keep me out of your mouth\xe2\x80\x99 - Ashok Dinda hits back after RCB faux pas\n\n#IPL12 @RCBTweets @dindaashoke\n\nhttps://t.\xe2\x80\xa6'
29-04-2009,1.1217e+18,b'Hindustan Times',b'htTweets',b'India',b'#IPL2019 : \xe2\x80\x98Keep me out of your mouth\xe2\x80\x99 - Ashok Dinda hits back after RCB faux pas\n\n#IPL12 @RCBTweets @dindaashoke\xe2\x80\xa6 https://t.co/GAffbhJmJO'
08-05-2009,1.1217e+18,b'The Indian Express',b'IndianExpress',b'India',b'RT @IExpressSports: #IPL2019 #KKRvRR\n\nKolkata Knight Riders skipper Dinesh Karthik feels that questions are bound to be raised against his\xe2\x80\xa6'
13-08-2013,1.1217e+18,b'Express Sports',b'IExpressSports',b'New Delhi',b'#IPL2019 #KKRvRR\n\nKolkata Knight Riders skipper Dinesh Karthik feels that questions are bound to be raised against\xe2\x80\xa6 https://t.co/KgiMlglxMF'
17-11-2011,1.1217e+18,b'scroll.in',b'scroll_in',b'',b'RT @thefield_in: Mumbai Indians need to be at their best in the last lap of IPL phase for a playoff berth. #IPL2019 #CSKvMI \n\nhttps://t.co/\xe2\x80\xa6'
02-03-2011,1.1217e+18,b'Circle of Cricket',b'circleofcricket',b'',"b""#CSKvMI | Check out our predicted playing XI's for @ChennaiIPL and @mipaltan in Match 44 of #IPL2019.\nhttps://t.co/6PzhmjXNl4"""
23-09-2012,1.1217e+18,b'Mitchell McClenaghan',b'Mitch_Savage',b'',b'Pinch hit dreaming \xf0\x9f\x8f\x8f...\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n#newbalance #newbalancenz #mumbai #mumbaiindians #mumbaiindians\xf0\x9f\x92\x99 #mi\xe2\x80\xa6 https://t.co/FxHKZsoQZF'
14-03-2016,1.1217e+18,b'SportsFlashes',b'sportsflashes',b'New Delhi',b'Game Changer of the Match | @KKRiders vs @rajasthanroyals | @IPL 2019 | T20 Match Review by @BoriaMajumdar\xe2\x80\xa6 https://t.co/b3Kr4Ov3Fm'
29-05-2014,1.1217e+18,b'HT Sports',b'HTSportsNews',b'India',"b'RT @htTweets: #CSKVSMI , #IPL2019 : MS Dhoni\xe2\x80\x99s consistency poses big threat for Mumbai Indians at Chepauk\n\n#MSDhoni @msdhoni @ChennaiIPL\xe2\x80\xa6'"
29-04-2009,1.1217e+18,b'Hindustan Times',b'htTweets',b'India',"b'#CSKVSMI , #IPL2019 : MS Dhoni\xe2\x80\x99s consistency poses big threat for Mumbai Indians at Chepauk\n\n#MSDhoni @msdhoni\xe2\x80\xa6 https://t.co/roOrCM0HWx'"
21-08-2009,1.1217e+18,b'Femina',b'FeminaIndia',b'India',"b""Missed watching the game? We've got you covered! @KKRiders @IPL @IPL #IPL #IPL2019 https://t.co/0E4gh3WCei"""
04-04-2018,1.12169e+18,b'Times Now Sports',b'timesnowsports',b'',"b'#IPL2019 \n\nChennai Super Kings vs Mumbai Indians Playing 11 IPL: Team News, players to watch out for\n\nREAD:\xe2\x80\xa6 https://t.co/1ct9fb5Bpn'"
12-03-2015,1.12169e+18,b'Catch News',b'CatchNews',"b'N 161,Flat No 101,Thapar House'","b""Watch: #ViratKohli mocks #RavichandranAshwin over 'Mankading' incident\n\n#IPL2019 #IPL #Mankading https://t.co/QRG9tSgBA9"""
21-08-2009,1.12169e+18,b'Femina',b'FeminaIndia',b'India',b'Love #IPL? You have to read this! @KKRiders  @rajasthanroyals @IPL #IPL2019 https://t.co/tkhHldVuhP'
09-01-2013,1.12169e+18,b'IndiaTodayFLASH',b'IndiaTodayFLASH',b'',"b'RT @ITGDsports: #IPL2019 #CSKvMI has often produced some exhilarating performances, jaw-dropping moments and tense finishes\nhttps://t.co/kW\xe2\x80\xa6'"
02-02-2009,1.12169e+18,b'India Today',b'IndiaToday',b'India',"b'RT @ITGDsports: #IPL2019 #CSKvMI has often produced some exhilarating performances, jaw-dropping moments and tense finishes\nhttps://t.co/kW\xe2\x80\xa6'"
20-07-2014,1.12169e+18,b'Doordarshan Sports',b'ddsportschannel',b'India',b'#IPL2019 Play-offs &amp; Final Match Analysis on DD Sports | PROMO\n\n#IPL #DDSports #IPLShow \n\nWatch here: https://t.co/twA2qkm5v4'
01-10-2008,1.12169e+18,b'CricketNext',b'cricketnext',b'India',"b'""There is no inspiration behind that, I have played that before in state matches as well""\n\nYoung Royal Riyan Parag\xe2\x80\xa6 https://t.co/NsW24H4uLu'"
02-03-2011,1.12169e+18,b'Circle of Cricket',b'circleofcricket',b'',"b'\xe2\x80\x9dWe had a get together before we came here and spoke about what we need to get out of this practice session,\xe2\x80\x9d said\xe2\x80\xa6 https://t.co/Am76RcOkTI'"
17-05-2016,1.12169e+18,b'The Field',b'thefield_in',b'Where sport happens.',b'Mumbai Indians need to be at their best in the last lap of IPL phase for a playoff berth. #IPL2019 #CSKvMI \n\nhttps://t.co/0cALa7K0zp'
16-09-2015,1.12169e+18,b'Rohan Dua',b'rohanduaTOI',b'Chandigarh- J&K - Delhi - UP',"b""RT @ITGDsports: #IPL2019 In his maiden Ranji Trophy season, MS Dhoni had stumped Riyan Parag's father, Parag Das. \n\n19 years down the line,\xe2\x80\xa6"""
09-01-2013,1.12169e+18,b'IndiaTodayFLASH',b'IndiaTodayFLASH',b'',"b""RT @ITGDsports: #IPL2019 In his maiden Ranji Trophy season, MS Dhoni had stumped Riyan Parag's father, Parag Das. \n\n19 years down the line,\xe2\x80\xa6"""
02-02-2009,1.12169e+18,b'India Today',b'IndiaToday',b'India',"b""RT @ITGDsports: #IPL2019 In his maiden Ranji Trophy season, MS Dhoni had stumped Riyan Parag's father, Parag Das. \n\n19 years down the line,\xe2\x80\xa6"""
02-03-2011,1.12169e+18,b'Circle of Cricket',b'circleofcricket',b'',"b'\xe2\x80\x9dThe way he batted, he probably taught a lot to the experienced players a little something out there, even myself,\xe2\x80\x9d\xe2\x80\xa6 https://t.co/uDW7oO5oNx'"
22-04-2009,1.12169e+18,b'India TV',b'indiatvnews',b'India',b'Keeping faith on players has worked for @DelhiCapitals in #IPL2019: Head coach #RickyPonting\xe2\x80\xa6 https://t.co/2nFWZ4se57'
28-06-2013,1.12169e+18,b'CricTracker',b'Cricketracker',b'India',"b"".@hardikpandya7's rise as a power hitter against the pacers in the death overs.\nRead more: https://t.co/DfmbwqQASX\xe2\x80\xa6 https://t.co/6gzYASGu8E"""
16-03-2011,1.12169e+18,b'NDTV Sports',b'Sports_NDTV',"b'New Delhi, India'","b""RT @CricketNDTV: #SteveSmith's horror reaction to #RiyanParag's dramatic dismissal\n\n#IPL2019 #IPL12 #KKRvsRR #KKRvRR\n\nWATCH: https://t.co/b\xe2\x80\xa6"""
01-05-2009,1.12169e+18,b'NDTV',b'ndtv',b'India',"b""RT @CricketNDTV: #SteveSmith's horror reaction to #RiyanParag's dramatic dismissal\n\n#IPL2019 #IPL12 #KKRvsRR #KKRvRR\n\nWATCH: https://t.co/b\xe2\x80\xa6"""
04-09-2009,1.12169e+18,b'CricketNDTV',b'CricketNDTV',b'India',"b""#SteveSmith's horror reaction to #RiyanParag's dramatic dismissal\n\n#IPL2019 #IPL12 #KKRvsRR #KKRvRR\n\nWATCH:\xe2\x80\xa6 https://t.co/GC8uANmjTY"""
14-03-2016,1.12169e+18,b'SportsFlashes',b'sportsflashes',b'New Delhi',"b""RT @SF_Cricket_: @IPL: #CSK clash with #MI in a high-voltage match\n\n@ChennaiIPL  vs @mipaltan \n\nPredict Today's Winner??\n\n#IPL #CSKvMI @spo\xe2\x80\xa6"""
17-11-2011,1.12168e+18,b'scroll.in',b'scroll_in',b'',"b'RT @thefield_in: #IPL2019 \n\nCounty stint helped me work on inswingers, says Rajasthan Royals\xe2\x80\x99 Varun Aaron\n\nhttps://t.co/A5km4urWF6 https://\xe2\x80\xa6'"
17-05-2016,1.12168e+18,b'The Field',b'thefield_in',b'Where sport happens.',"b'#IPL2019 \n\nCounty stint helped me work on inswingers, says Rajasthan Royals\xe2\x80\x99 Varun Aaron\n\nhttps://t.co/A5km4urWF6 https://t.co/fvuuL3e72x'"
17-05-2016,1.12168e+18,b'The Field',b'thefield_in',b'Where sport happens.',b'#IPL2019 \n\nRiyan Parag\xe2\x80\x99s youthful energy and maturity that belies his age has been a breath of fresh air for the Ra\xe2\x80\xa6 https://t.co/XGhuQoOYFi'
02-03-2011,1.12168e+18,b'Circle of Cricket',b'circleofcricket',b'',"b""#IPL2019 | This was @rajasthanroyals' first win over @KKRiders at Eden Gardens since IPL 2008. #KKRvRR \nhttps://t.co/NBrKlOEelG"""
01-04-2010,1.12168e+18,b'TOI Sports',b'toisports',"b'New Delhi, India'","b'#IPL2019 #KKRvRR \n\nInswingers coming off well after county stint, says @VarunAaron \n\nDetails \xf0\x9f\x91\x89\xe2\x80\xa6 https://t.co/kuVfZbWs0P'"
15-07-2011,1.12168e+18,b'Firstpost Sports',b'FirstpostSports',b'India',"b'""Sometimes the results don\'t go your way. So it\'s obviously always a tough thing to mend. But the fact is that we t\xe2\x80\xa6 https://t.co/F7Yv15uJAR'"
28-06-2013,1.12168e+18,b'CricTracker',b'Cricketracker',b'India',b'Only the second time the Rajasthan Royals have won an IPL game at the Eden Gardens. #IPL #IPL2019 \n\nhttps://t.co/AkeOkqIr0U'
17-10-2017,1.12168e+18,b'The Weather Channel India',b'weatherindia',b'India',b'#IPLWeatherUpdate: @ChennaiIPL face @mipaltan as #CycloneFani threat looms over coastal Tamil Nadu:\xe2\x80\xa6 https://t.co/qjmz0encJF'
11-01-2009,1.12168e+18,b'\xe0\xa4\xb5\xe0\xa4\xb0\xe0\xa5\x81\xe0\xa4\xa3',b'varungrover',b'Mumbai',"b""RT @aadya_sh: Jan 2000: Assam's Parag Das was stumped by first-class debutant MS Dhoni (18).\n\nApr 2019: IPL debutant Riyan Parag (17), son\xe2\x80\xa6"""
12-03-2015,1.12167e+18,b'Catch News',b'CatchNews',"b'N 161,Flat No 101,Thapar House'",b'#MSDhoni played against the father of this #IPL player and managed to dismiss them both\n\n#IPL2019 #IPL\xe2\x80\xa6 https://t.co/Lcd0XRAhyn'
19-04-2010,1.12167e+18,b'Times of India',b'timesofindia',b'New Delhi',b'#IPL2019 #AshwinMankads \n\nDid @imVkohli taunt @ashwinravi99 over Mankading?\xf0\x9f\x8f\x8f\n\nThe animated way in which both\xe2\x80\xa6 https://t.co/3J4J2yGmLd'
12-03-2009,1.12167e+18,b'Nishtha Kanal Revankar',b'RootKanal',"b'Blackwater Park, Bombay/ BLR'","b""RT @aadya_sh: Jan 2000: Assam's Parag Das was stumped by first-class debutant MS Dhoni (18).\n\nApr 2019: IPL debutant Riyan Parag (17), son\xe2\x80\xa6"""
20-03-2008,1.12167e+18,b'pinkvilla',b'pinkvilla',"b'Mumbai, India'",b'Aishwarya Dhanush meets Sakshi Dhoni during Chennai Super Kings and Sunrisers Hyderabad IPL match; See Pic -\xe2\x80\xa6 https://t.co/VmsPYeEbba'
17-07-2017,1.12167e+18,b'Hotstar Canada',b'hotstarcanada',b'',"b""A powerful 96* (50) from #DK wasn't enough as #KKR found themselves on the losing side for the 6th time straight!\xe2\x80\xa6 https://t.co/Y17YsLGgH5"""
17-07-2017,1.12167e+18,b'Hotstar US',b'Hotstarusa',b'',"b""A powerful 96* (50) from #DK wasn't enough as #KKR found themselves on the losing side for the 6th time straight!\xe2\x80\xa6 https://t.co/bPqSNmNr0P"""
18-09-2010,1.12167e+18,b'Sport360\xc2\xb0',b'Sport360',"b'Dubai/Abu Dhabi, UAE'",b'#KKR lost a sixth #IPL2019 game in a row as 17-year-old Riyan Parag helped @rajasthanroyals to victory #KKRvRR\n\nhttps://t.co/HoBBJUQZ2D'
13-01-2011,1.12167e+18,b'CricketCountry',b'cricket_country',b'Global',b'#IPL2019 #CSKvMI #CSKvsMI \n\n\xf0\x9f\x93\xb9 @mipaltan seek return to winning ways against @ChennaiIPL \n\nWATCH:\xe2\x80\xa6 https://t.co/iRCQD0t4Xu'
27-04-2009,1.12167e+18,b'Mangalam Maloo',b'blitzkreigm',b'Bombay',"b""RT @aadya_sh: Jan 2000: Assam's Parag Das was stumped by first-class debutant MS Dhoni (18).\n\nApr 2019: IPL debutant Riyan Parag (17), son\xe2\x80\xa6"""
30-03-2010,1.12167e+18,b'P. R. SANJAI',b'talktosanjai',b'Mumbai',"b""RT @aadya_sh: Jan 2000: Assam's Parag Das was stumped by first-class debutant MS Dhoni (18).\n\nApr 2019: IPL debutant Riyan Parag (17), son\xe2\x80\xa6"""
28-06-2013,1.12167e+18,b'CricTracker',b'Cricketracker',b'India',"b""Dinesh Karthik almost smashed KKR's second ton. #IPL #IPL2019 https://t.co/iyPsRgQVt4"""
17-09-2012,1.12167e+18,b'CPL T20',b'CPL',b'Caribbean',b'Congratulations to Steve Smith who has just passed 2000 runs in the IPL l!!! #KKRvRR #VIVOIPL #CPLPlayerWatch https://t.co/4NQw7GFQW9'
19-04-2010,1.12167e+18,b'Times of India',b'timesofindia',b'New Delhi',"b'#IPL2019 #KKRvRR \n\nMy job to lead from front, says @DineshKarthik after another @KKRiders loss\n\nDetails \xf0\x9f\x91\x89\xe2\x80\xa6 https://t.co/A8FOp5lICE'"
22-10-2010,1.12167e+18,b'10 Sport',b'10SportAU',b'',b'How can a guy who bats so well dance so badly? #IPL #VIVOIPL #HallaBol #SteveSmith https://t.co/mcxHaCvNjc'
21-12-2012,1.12166e+18,b'Star Sports',b'StarSportsIndia',b'India',"b""2\xe2\x83\xa3 captains boasting of 3\xe2\x83\xa3 #VIVOIPL \xf0\x9f\x8f\x86 - who'll you pick between @msdhoni &amp; @ImRo45?\n\nCast your vote on\xe2\x80\xa6 https://t.co/YJu51oyzBl"""
09-01-2013,1.12166e+18,b'IndiaTodayFLASH',b'IndiaTodayFLASH',b'',"b'RT @ITGDsports: #IPL2019 #KKRvRR Varun Aaron on bowling at Eden Gardens: ""I always love bowling at Eden and it is one of my favourite place\xe2\x80\xa6'"
02-02-2009,1.12166e+18,b'India Today',b'IndiaToday',b'India',"b'RT @ITGDsports: #IPL2019 #KKRvRR Varun Aaron on bowling at Eden Gardens: ""I always love bowling at Eden and it is one of my favourite place\xe2\x80\xa6'"
20-01-2011,1.12166e+18,b'TIMES NOW',b'TimesNow',b'India',b'RT @timesnowsports: #IPL2019 #KKRvsRR\n\n@VarunAaron stuns @RealShubmanGill with banana inswinger at Eden Gardens \n\nWATCH: https://t.co/SYMrw\xe2\x80\xa6'
04-04-2018,1.12166e+18,b'Times Now Sports',b'timesnowsports',b'',b'#IPL2019 #KKRvsRR\n\n@VarunAaron stuns @RealShubmanGill with banana inswinger at Eden Gardens \n\nWATCH:\xe2\x80\xa6 https://t.co/aTZAUMekJ0'
17-05-2016,1.12166e+18,b'The Field',b'thefield_in',b'Where sport happens.',b'#IPL2019 #CSKvMI \n\nChennai Super Kings host Mumbai Indians as Rohit Sharma and Co eye playoff berth\xe2\x80\xa6 https://t.co/4Vn2Mp1DUM'
01-04-2013,1.12166e+18,b'Brand Equity',b'ETBrandEquity',b'Mumbai',"b'With final rounds of #IPL2019 and the #ICC Cricket World Cup to follow, the momentum gained by the food-tech majors\xe2\x80\xa6 https://t.co/2nlPRqGuu6'"
08-05-2010,1.12166e+18,b'IANS Tweets',b'ians_india',b'New Delhi',"b'After #RajasthanRoyals defeated #KKR by three wickets skipper #DineshKarthik criticised his bowling unit, saying th\xe2\x80\xa6 https://t.co/sen6aVuVJ9'"
12-03-2015,1.12166e+18,b'Catch News',b'CatchNews',"b'N 161,Flat No 101,Thapar House'",b'Bad news for #India ahead of #WorldCup; #MSDhoni might not play against #MumbaiIndians\n\n#IPL2019 #IPL #CSKvsMI\xe2\x80\xa6 https://t.co/kPuSHYJigm'
29-05-2014,1.12165e+18,b'HT Sports',b'HTSportsNews',b'India',b'RT @htTweets: #IPL2019 | \xe2\x80\x98El Clasico of IPL\xe2\x80\x99 \xe2\x80\x93 Rohit Sharma gears up for blockbuster clash against CSK\n\n#CSKvsMI @ChennaiIPL @mipaltan\n\n(Vi\xe2\x80\xa6'
29-04-2009,1.12165e+18,b'Hindustan Times',b'htTweets',b'India',b'#IPL2019 | \xe2\x80\x98El Clasico of IPL\xe2\x80\x99 \xe2\x80\x93 Rohit Sharma gears up for blockbuster clash against CSK\n\n#CSKvsMI @ChennaiIPL\xe2\x80\xa6 https://t.co/ZWeOAJWIYd'
24-08-2013,1.12165e+18,b'Lokesh',b'LokeshJey',b'Chennai',b'The first captain to win 100 #IPL matches. And his name is #MSDhoni \xf0\x9f\x92\xaf\n\n#Csk #Yellove 100 #WhistlePodu https://t.co/vBSSMK9a9b'
15-07-2011,1.12165e+18,b'Firstpost Sports',b'FirstpostSports',b'India',"b'""I\'ve always bowled inswing but it\'s coming off a lot better after my county stint,"" said #RR\'s Varun Aaron,\xe2\x80\xa6 https://t.co/RqxmYVR9UO'"
16-04-2009,1.12165e+18,b'mid-day',b'mid_day',"b'Mumbai, India'","b""#IPL2019\nTeenager's fighting 47 helps Rajasthan chase 176-run target as KKR succumb to sixth straight loss. Via\xe2\x80\xa6 https://t.co/MBJN2I8JJE"""
19-04-2010,1.12165e+18,b'Times of India',b'timesofindia',b'New Delhi',"b""#IPL2019 #KKRvRR \n\nThe Team India victory from @KKRiders' loss\xf0\x9f\x8f\x8f\n\nCometh the hour, cometh the man and cometh\xe2\x80\xa6 https://t.co/XgDVuSCKbg"""
23-02-2011,1.12165e+18,b'Firstpost',b'firstpost',"b'Mumbai, India'","b""RT @FirstpostSports: From Riyan Parag's unfortunate hit-wicket to Varun Aaron's terrific opening spell, @imRohit_SN brings you the key mome\xe2\x80\xa6"""
20-01-2009,1.12165e+18,b'YuppTV',b'yupptv',b'Georgia',b'#VIVOIPLMoments Jofra Archer will be leaving for England soon and he finishes on a high. Congratulations\xe2\x80\xa6 https://t.co/voEhPfDaUX'
01-04-2010,1.12165e+18,b'TOI Sports',b'toisports',"b'New Delhi, India'",b'#IPL2019 #AshwinMankads \n\nDid @imVkohli taunt @ashwinravi99 over Mankading?\xf0\x9f\x8f\x8f\n\nThe animated way in which both\xe2\x80\xa6 https://t.co/v5jsDsN0Hs'
19-04-2010,1.12165e+18,b'Times of India',b'timesofindia',b'New Delhi',b'#WorldCup2019 #IPL2019 \n\nInjury management crucial for @msdhoni ahead of @cricketworldcup \xf0\x9f\x8f\x8f\n\n#Dhoni knows momentum\xe2\x80\xa6 https://t.co/uY7LaqdPeT'
01-04-2010,1.12165e+18,b'TOI Sports',b'toisports',"b'New Delhi, India'","b'#IPL2019 #KKRvRR \n\nMy job to lead from front, says @DineshKarthik after another @KKRiders loss\n\nDetails \xf0\x9f\x91\x89\xe2\x80\xa6 https://t.co/XO7kyUmsBt'"
03-01-2013,1.12165e+18,b'All India Radio News',b'airnewsalerts',"b'New Delhi, India'",b'#IPL :  Chennai Super Kings to face third ranked Mumbai Indians in Chennai today; match is slated to begin at 8 in\xe2\x80\xa6 https://t.co/Dq7XK3bE0J'
16-03-2011,1.12165e+18,b'NDTV Sports',b'Sports_NDTV',"b'New Delhi, India'","b'RT @CricketNDTV: ""Keep me out of your mouth"": #AshokeDinda shuts down ""haters"" after #RCB gaffe\n\n#IPL2019 #IPL12 \n\nREAD: https://t.co/3zis4\xe2\x80\xa6'"
01-05-2009,1.12165e+18,b'NDTV',b'ndtv',b'India',"b'RT @CricketNDTV: ""Keep me out of your mouth"": #AshokeDinda shuts down ""haters"" after #RCB gaffe\n\n#IPL2019 #IPL12 \n\nREAD: https://t.co/3zis4\xe2\x80\xa6'"
